gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2381396034,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11038,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus variegatus,,SPECIES,"Spermophilus variegatus (Erxleben, 1777)",Spermophilus variegatus grammurus,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-13T00:00:00,13,8,1934,2437329,7572569,PRESERVED_SPECIMEN,SDNHM,Mammals,11038,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH
2381396011,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11049,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-19T00:00:00,19,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11049,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395984,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11044,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-16T00:00:00,16,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11044,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395983,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11031,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-12T00:00:00,12,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11031,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395918,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11052,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-19T00:00:00,19,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11052,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395900,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11040,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,,SPECIES,"Neotoma mexicana Baird, 1855",Neotoma mexicana mexicana,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-14T00:00:00,14,8,1934,2438447,2438447,PRESERVED_SPECIMEN,SDNHM,Mammals,11040,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH
2381395823,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11037,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-13T00:00:00,13,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11037,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395728,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11055,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-20T00:00:00,20,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11055,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395683,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11050,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-19T00:00:00,19,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11050,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395659,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11048,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus arizonensis,arizonensis,SUBSPECIES,Sciurus arizonensis arizonensis,Sciurus arizonensis arizonensis,,US,"Santa Catalina Mts., Carter Canyon",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.44,-110.768,,,,,,,1934-08-18T00:00:00,18,8,1934,7261615,5219674,PRESERVED_SPECIMEN,SDNHM,Mammals,11048,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395642,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11042,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-14T00:00:00,14,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11042,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395458,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11041,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-14T00:00:00,14,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11041,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395277,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11062,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma albigula,,SPECIES,"Neotoma albigula Hartley, 1894",Neotoma albigula albigula,,US,Oracle,Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.611,-110.771,,,,,,,1934-08-23T00:00:00,23,8,1934,2438454,2438454,PRESERVED_SPECIMEN,SDNHM,Mammals,11062,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH
2381395209,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11053,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-19T00:00:00,19,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11053,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.757Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381395206,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11039,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-14T00:00:00,14,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11039,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381394990,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11028,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex monticolus,,SPECIES,"Sorex monticolus Merriam, 1890",Sorex monticolus,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-12T00:00:00,12,8,1934,2436019,2436019,PRESERVED_SPECIMEN,SDNHM,Mammals,11028,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.759Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381394851,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11034,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-12T00:00:00,12,8,1934,7261533,2437431,PRESERVED_SPECIMEN,SDNHM,Mammals,11034,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381394542,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11032,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-12T00:00:00,12,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11032,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381394541,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:11047,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,catalinae,SUBSPECIES,"Thomomys bottae catalinae Goldman, 1931",Thomomys bottae catalinae,,US,"Santa Catalina Mts., Summerhaven",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.4388,-110.7595,,,,,,,1934-08-17T00:00:00,17,8,1934,4264325,2439385,PRESERVED_SPECIMEN,SDNHM,Mammals,11047,,,,CC0_1_0,,S. G. Harter,,Native,2023-09-07T09:44:11.758Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381388302,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:795,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,merriami,SUBSPECIES,Dipodomys merriami merriami,Dipodomys merriami merriami,,US,Vicinity Fort Lowell,Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.26,-110.873,,,,,,,1893-05-24T00:00:00,24,5,1893,7194076,2439521,PRESERVED_SPECIMEN,SDNHM,Mammals,795,,,,CC0_1_0,,"W. W. Price, R. L. Wilbur",,Native,2023-09-07T09:44:11.728Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381388232,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:794,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,merriami,SUBSPECIES,Dipodomys merriami merriami,Dipodomys merriami merriami,,US,Vicinity Fort Lowell,Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.26,-110.873,,,,,,,1893-05-24T00:00:00,24,5,1893,7194076,2439521,PRESERVED_SPECIMEN,SDNHM,Mammals,794,,,,CC0_1_0,,"W. W. Price, R. L. Wilbur",,Native,2023-09-07T09:44:11.728Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381387851,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:398,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus tereticaudus,tereticaudus,SUBSPECIES,Spermophilus tereticaudus tereticaudus,Spermophilus tereticaudus tereticaudus,,US,Vicinity Fort Lowell,Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.26,-110.873,,,,,,,1893-05-23T00:00:00,23,5,1893,7059255,8032606,PRESERVED_SPECIMEN,SDNHM,Mammals,398,,,,CC0_1_0,,"W. W. Price, R. L. Wilbur",,Native,2023-09-07T09:44:11.692Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
2381387330,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:166,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma albigula,,SPECIES,"Neotoma albigula Hartley, 1894",Neotoma albigula albigula,,US,Camp (Fort) Lowell,Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,32.2597,-110.8747,,,,,,,1893-06-12T00:00:00,12,6,1893,2438454,2438454,PRESERVED_SPECIMEN,SDNHM,Mammals,166,,,,CC0_1_0,,Price and Wilbur,,Native,2023-09-07T09:44:11.698Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH
2366127903,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31209060,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,,SPECIES,"Sylvilagus audubonii (Baird, 1858)",Sylvilagus audubonii,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.30621,-110.82381,20,,,,,,2019-08-03T21:00:00,3,8,2019,2436910,2436910,HUMAN_OBSERVATION,iNaturalist,Observations,31209060,,Matthew Welc,2019-08-21T00:54:12,CC_BY_NC_4_0,Matthew Welc,Matthew Welc,,,2024-01-16T23:25:19.038Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2366126468,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31209063,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,,SPECIES,"Lynx rufus (Schreber, 1777)",Lynx rufus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.31773,-110.81157,20,,,,,,2019-08-03T22:00:00,3,8,2019,2435246,2435246,HUMAN_OBSERVATION,iNaturalist,Observations,31209063,,Matthew Welc,2019-08-21T00:54:15,CC_BY_NC_4_0,Matthew Welc,Matthew Welc,,,2024-01-16T23:25:19.582Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2366114642,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31160394,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,Antrozous pallidus,,SPECIES,"Antrozous pallidus (LeConte, 1856)",Antrozous pallidus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.424897,-110.920822,5,,,,,,2019-08-13T00:38:00,13,8,2019,2432339,2432339,HUMAN_OBSERVATION,iNaturalist,Observations,31160394,,Jakob Fahr,2019-08-20T08:51:05,CC_BY_NC_4_0,Reed Ebbinghaus,Reed Ebbinghaus,,,2024-01-16T23:42:40.194Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2366112381,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/31160396,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,SPECIES,"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.424664,-110.921163,2,,,,,,2019-08-12T23:31:00,12,8,2019,2440995,2440995,HUMAN_OBSERVATION,iNaturalist,Observations,31160396,,Reed Ebbinghaus,2019-08-20T04:41:06,CC_BY_NC_4_0,Reed Ebbinghaus,Reed Ebbinghaus,,,2024-01-16T23:42:43.144Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2366025409,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/28774033,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus tereticaudus,,SPECIES,"Xerospermophilus tereticaudus (Baird, 1858)",Xerospermophilus tereticaudus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.253197,-110.893265,,,,,,,2019-07-13T14:25:14,13,7,2019,8032606,8032606,HUMAN_OBSERVATION,iNaturalist,Observations,28774033,,naturegirlandmom,2019-07-14T02:59:33,CC_BY_NC_4_0,naturegirlandmom,naturegirlandmom,,,2024-01-17T00:01:55.646Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2350447852,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30890093,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,SPECIES,"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.426775,-110.91359,,,,,,,2019-08-02T19:26:00,2,8,2019,2440995,2440995,HUMAN_OBSERVATION,iNaturalist,Observations,30890093,,Ken-ichi Ueda,2019-08-15T19:26:12,CC0_1_0,Ken-ichi Ueda,Ken-ichi Ueda,,,2024-01-17T00:01:47.983Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2350443741,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30890092,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,,SPECIES,"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.425905,-110.91634,,,,,,,2019-08-02T19:26:00,2,8,2019,2440995,2440995,HUMAN_OBSERVATION,iNaturalist,Observations,30890092,,Ken-ichi Ueda,2019-08-15T19:26:12,CC0_1_0,Ken-ichi Ueda,Ken-ichi Ueda,,,2024-01-16T23:42:37.693Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2350434633,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30846357,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus aberti,,SPECIES,"Sciurus aberti Woodhouse, 1853",Sciurus aberti,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.45402,-110.753678,2847,,,,,,2019-07-31T04:16:00,31,7,2019,5219667,5219667,HUMAN_OBSERVATION,iNaturalist,Observations,30846357,,Raul Antonio Hernández Acosta,2019-08-15T00:53:48,CC_BY_NC_4_0,Raul Antonio Hernández Acosta,Raul Antonio Hernández Acosta,,,2024-01-16T23:25:17.466Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2350408146,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30734444,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus aberti,,SPECIES,"Sciurus aberti Woodhouse, 1853",Sciurus aberti,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.392566,-110.704389,145,,,,,,2019-08-12T07:16:00,12,8,2019,5219667,5219667,HUMAN_OBSERVATION,iNaturalist,Observations,30734444,,bryanto,2019-08-13T05:14:05,CC_BY_NC_4_0,bryanto,bryanto,,,2024-01-16T23:25:22.818Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2350331141,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30461689,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus variegatus,,SPECIES,"Otospermophilus variegatus (Erxleben, 1777)",Otospermophilus variegatus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.321707,-110.809009,479,,,,,,2019-08-08T09:11:00,8,8,2019,7572569,7572569,HUMAN_OBSERVATION,iNaturalist,Observations,30461689,,roomthily,2019-08-09T02:57:18,CC_BY_NC_4_0,roomthily,roomthily,,,2024-01-16T23:43:10.544Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2331956016,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30399397,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus variegatus,,SPECIES,"Otospermophilus variegatus (Erxleben, 1777)",Otospermophilus variegatus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.447235,-110.764077,,,,,,,2017-07-15T15:41:00,15,7,2017,7572569,7572569,HUMAN_OBSERVATION,iNaturalist,Observations,30399397,,Alan Muchlinski,2019-08-08T01:43:22,CC_BY_NC_4_0,Margarita Orlova,Margarita Orlova,,,2024-01-16T23:25:16.390Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2331911879,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/30229340,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus variegatus,,SPECIES,"Otospermophilus variegatus (Erxleben, 1777)",Otospermophilus variegatus,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.292828,-110.947223,29120,,,,,,2019-08-04T10:31:53,4,8,2019,7572569,7572569,HUMAN_OBSERVATION,iNaturalist,Observations,30229340,,Adrienne McLeod,2019-08-05T07:22:03,CC_BY_NC_4_0,Adrienne McLeod,Adrienne McLeod,,,2024-01-16T23:43:23.318Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
