gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
911644912,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13781,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13781,740,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644911,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13787,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13787,747,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644910,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13767,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13767,625,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644908,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13790,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13790,746,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644905,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13777,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13777,736,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644903,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13784,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13784,743,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644902,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13779,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13779,738,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644900,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13778,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13778,737,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644898,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13771,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13771,629,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644897,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13776,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1971-01-06T00:00:00,6,1,1971,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13776,769,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644894,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13775,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1971-01-06T00:00:00,6,1,1971,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13775,673,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644890,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13764,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13764,622,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644886,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13763,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13763,621,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644885,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13762,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13762,620,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644880,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13765,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13765,623,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644879,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13772,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13772,630,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644874,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13769,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13769,627,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644870,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13780,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13780,739,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644768,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13661,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,SANTA CATALINA MNTS. BEAR WALLOW CAMPGROUNDS,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-28T00:00:00,28,11,1970,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13661,492,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:26Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911643424,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:12313,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,,SPECIES,"Neotoma mexicana Baird, 1855",Neotoma mexicana,,US,"BEAR WALLOW CAMP GRND, SANTA CATALINA MTNS.",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-26T00:00:00,26,11,1970,2438447,2438447,PRESERVED_SPECIMEN,TTU,Mammals,12313,53,,,CC_BY_4_0,,"WARNER, J W",,Native,2023-09-07T08:08:25.889Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911643007,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:11818,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"SANTA CATALINA MTS, BEAR WALLOW CAMP GROUND",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-28T00:00:00,28,11,1970,7261533,2437431,PRESERVED_SPECIMEN,TTU,Mammals,11818,1237,,,CC_BY_4_0,,"MCDANIEL, V R",,Native,2023-09-07T08:08:25.804Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911642999,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:11808,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"SANTA CATALINA MTS, BEAR WALLOW CAMP SITE",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-28T00:00:00,28,11,1970,7261533,2437431,PRESERVED_SPECIMEN,TTU,Mammals,11808,1234,,,CC_BY_4_0,,"MCDANIEL, V R",,Native,2023-09-07T08:08:25.804Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911642982,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:11807,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"SANTA CATALINA MTS, BEAR WALLOW CAMP SITE",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-28T00:00:00,28,11,1970,7261533,2437431,PRESERVED_SPECIMEN,TTU,Mammals,11807,1233,,,CC_BY_4_0,,"MCDANIEL, V R",,Native,2023-09-07T08:08:25.804Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911642955,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:11806,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"SANTA CATALINA MTS, BEAR WALLOW CAMP SITE",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1970-11-28T00:00:00,28,11,1970,7261533,2437431,PRESERVED_SPECIMEN,TTU,Mammals,11806,1232,,,CC_BY_4_0,,"MCDANIEL, V R",,Native,2023-09-07T08:08:25.804Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911637235,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:6079,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris,Choeronycteris mexicana,,SPECIES,"Choeronycteris mexicana Tschudi, 1844",Choeronycteris mexicana,,US,"PEPPER SAUCE CAVE, 10 MI SSE ORACLE",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.476875,-110.705345,8491,,,,,,1960-08-25T00:00:00,25,8,1960,2433207,2433207,PRESERVED_SPECIMEN,TTU,Mammals,6079,428,,,CC_BY_4_0,,"GOULD, P J",,Native,2023-09-07T08:08:25.962Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911637203,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:6078,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Choeronycteris,Choeronycteris mexicana,,SPECIES,"Choeronycteris mexicana Tschudi, 1844",Choeronycteris mexicana,,US,"PEPPER SAUCE CAVE, 10 MI SSE ORACLE",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.476875,-110.705345,8491,,,,,,1960-08-22T00:00:00,22,8,1960,2433207,2433207,PRESERVED_SPECIMEN,TTU,Mammals,6078,433,,,CC_BY_4_0,,"GOULD, P J",,Native,2023-09-07T08:08:25.962Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
910490867,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/199565,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,,SPECIES,"Sylvilagus audubonii (Baird, 1858)",Sylvilagus audubonii,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.467927,-110.906108,2000,,,,,,2009-03-14T00:00:00,14,3,2009,2436910,2436910,HUMAN_OBSERVATION,iNaturalist,Observations,199565,,Greg Lasley,2013-02-16T11:24:51,CC_BY_NC_4_0,Greg Lasley,Greg Lasley,,,2024-01-16T23:40:25.043Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
899937121,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/95490,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus audubonii,,SPECIES,"Sylvilagus audubonii (Baird, 1858)",Sylvilagus audubonii,,US,,Arizona,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,32.215447,-110.919585,,,,,,,2008-11-01T00:00:00,1,11,2008,2436910,2436910,HUMAN_OBSERVATION,iNaturalist,Observations,95490,,Katja Schulz,2012-06-24T17:11:42,CC0_1_0,Katja Schulz,Katja Schulz,,,2024-01-16T23:40:27.361Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
897121700,f36b26ac-97d1-40f6-a9a0-484defff98e7,http://arctos.database.museum/guid/UWYMV:Mamm:6008?seid=1866371,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,,SPECIES,"Thomomys bottae (Eydoux & Gervais, 1836)",Thomomys bottae,,US,Tucson area,Arizona,PRESENT,,50576fe5-7883-495d-9089-b5dcf5e56098,32.22167,-110.92583,27245,,,,,,1800-01-01T00:00:00,1,1,1800,2439385,2439385,PRESERVED_SPECIMEN,UWYMV,Mamm,UWYMV:Mamm:6008,,James M. Maley,2012-09-25T00:00:00,CC0_1_0,,,,,2024-01-05T04:07:38.409Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
897120480,f36b26ac-97d1-40f6-a9a0-484defff98e7,http://arctos.database.museum/guid/UWYMV:Mamm:490?seid=1866369,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,,SPECIES,"Dipodomys merriami Mearns, 1890",Dipodomys merriami,,US,Tucson area,Arizona,PRESENT,,50576fe5-7883-495d-9089-b5dcf5e56098,32.22167,-110.92583,27245,,,,,,1960-09-09T00:00:00,9,9,1960,2439521,2439521,PRESERVED_SPECIMEN,UWYMV,Mamm,UWYMV:Mamm:490,8,James M. Maley,2012-09-25T00:00:00,CC0_1_0,,Collector(s): unknown,,,2024-01-05T04:07:39.568Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
897120472,f36b26ac-97d1-40f6-a9a0-484defff98e7,http://arctos.database.museum/guid/UWYMV:Mamm:489?seid=1866368,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys merriami,,SPECIES,"Dipodomys merriami Mearns, 1890",Dipodomys merriami,,US,Tucson area,Arizona,PRESENT,,50576fe5-7883-495d-9089-b5dcf5e56098,32.22167,-110.92583,27245,,,,,,1800-01-01T00:00:00,1,1,1800,2439521,2439521,PRESERVED_SPECIMEN,UWYMV,Mamm,UWYMV:Mamm:489,,James M. Maley,2012-09-25T00:00:00,CC0_1_0,,,,,2024-01-05T04:07:39.435Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
897120095,f36b26ac-97d1-40f6-a9a0-484defff98e7,http://arctos.database.museum/guid/UWYMV:Mamm:455?seid=1866367,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Dipodomys ordii,,SPECIES,"Dipodomys ordii Woodhouse, 1853",Dipodomys ordii,,US,Tucson area,Arizona,PRESENT,,50576fe5-7883-495d-9089-b5dcf5e56098,32.22167,-110.92583,27245,,,,,,1960-09-09T00:00:00,9,9,1960,2439541,2439541,PRESERVED_SPECIMEN,UWYMV,Mamm,UWYMV:Mamm:455,17,James M. Maley,2012-09-25T00:00:00,CC0_1_0,,Collector(s): unknown,,,2024-01-05T04:07:37.994Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
897119973,f36b26ac-97d1-40f6-a9a0-484defff98e7,http://arctos.database.museum/guid/UWYMV:Mamm:444?seid=1866079,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,,SPECIES,"Chaetodipus penicillatus (Woodhouse, 1852)",Chaetodipus penicillatus,,US,12 miles N Tucson City Hall,Arizona,PRESENT,,50576fe5-7883-495d-9089-b5dcf5e56098,32.395823,-110.92583,37111,,,,,,1961-07-31T00:00:00,31,7,1961,2439591,2439591,PRESERVED_SPECIMEN,UWYMV,Mamm,UWYMV:Mamm:444,,S. B. Bingham,1961-07-31T00:00:00,CC0_1_0,,Collector(s): S. B. Bingham,,,2024-01-05T04:07:38.166Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
