Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,USNM,235358,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,11/18/1920,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Bailey, V.",Mammals Field Number: 10040,Female,Skin; Skull,,,,Specimen Weight: 69.5g; Total Length: 240mm; Tail Length: 107mm; Hind Tarsus Length: 34mm,,,,,,,,,,,,,,,,,,8/9/2021 20:43,http://n2t.net/ark:/65665/3888f64e5-6bcf-4819-b1bb-d6bf382c74e1
,USNM,251291,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,7/31/1931,,,,,United States,Arizona,Pima,"Tucson, 40 Mi SE, At Rosemont, Santa Rita Mountains",,,1524,"Taylor, W. P.",Mammals Field Number: 2001,Male,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3c516bbfa-d44c-460c-8e88-aabffcc09c5d
,USNM,251292,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2036,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3838c8a9b-39c0-4be0-be1d-48882972fcd7
,USNM,251293,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2037,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3d9f7798a-3ced-4983-9e53-c542e4d057d1
,USNM,251294,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2040,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/39dc4c422-663c-4914-a8d1-b46806644df0
,USNM,251295,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2041,Female,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3dc5c730d-c2a0-4d94-bed9-ebab052af625
,USNM,251296,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2042,Female,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/36e7cb6db-06cd-4042-89b5-c8c3dbae9f92
,USNM,251297,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2044,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3737396d1-843a-44f8-8523-1cf7f671b189
,USNM,251298,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2045,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/316461fcb-2851-47f8-9224-33c3d05c3a99
,USNM,251299,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2047,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3fe2911b5-083e-43a4-99a3-971c1630071a
,USNM,251300,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2048,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/367ea9c08-7baa-4a50-804f-a82f731e63f0
,USNM,251301,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2049,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/399330bd5-ec1f-42d4-a720-c5d98cceb6ad
,USNM,251302,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/11/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2055,Female,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/391a5448f-ecf4-49de-9849-3707c0ca9900
,USNM,251303,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/11/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2056,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3999e4b4e-c88c-4590-a22b-101ff2db3409
,USNM,251304,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/12/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.; Wright, J. T.",Mammals Field Number: 2080,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3a5684cdc-df05-47f9-a7df-03816379dc12
,USNM,251306,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E From Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: E.R.A.,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3677ade1a-3365-4fd4-96ba-aa2f51cd7ed7
,USNM,564196,Biological Survey Specimen,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,3/10/1921,,,,,United States,Arizona,Pima,Continental,,,,"Bailey, V.",Mammals Field Number: No Number,Female,Skeleton; Skull,,,,,,,,,,,,,,,,,,,,,,11/8/2019 20:53,http://n2t.net/ark:/65665/35d02853c-23f7-483a-b4bf-e3545f7f646f
,USNM,564197,Biological Survey Specimen,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,5/31/1928,,,,,United States,Arizona,Pima,"Santa Rita Reserve, 30 Mi S. Tucson",,,,"Taylor, W. P.",Mammals Field Number: WPT 1799,Female,Skeleton; Skull,,,,Total Length: 324mm; Tail Length: 133mm; Hind Tarsus Length: 35mm,,,,,,,,,,,,,,,,,,11/8/2019 20:53,http://n2t.net/ark:/65665/3993aab13-aeb7-4ca5-9df0-ceb04467d334
,USNM,236113,,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,4/23/1921,,,,,United States,Arizona,Pima,Continental,,,,"Bailey, V.",Mammals Field Number: No Number,Unknown : Embryo,Fluid:skull damaged,,,,,,,,,,,,,,,,,,,,,,4/9/2020 13:56,http://n2t.net/ark:/65665/322525ceb-28dc-4473-9bff-d3ee1df0b214
,USNM,600036,Biological Survey Specimen,Specimen/Lot,1,Sigmodon arizonae cienegae,,Sigmodon arizonae cienegae : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,7/13/1995,,,,,United States,Arizona,Pima,Tucson,,,,,Mammals Field Number: WB 6903,Female,Skin; Skull,,,,Specimen Length: 263mm; Tail Length: 115mm; Hind Tarsus Length: 33mm; Ear Notch Length: 23mm,,,,,,,,,,,,,,,,,,8/30/2021 18:30,http://n2t.net/ark:/65665/3c13bed2a-d3d5-46fb-93b7-d816862be249
,USNM,314705,,Specimen/Lot,1,Sigmodon fulviventer minimus,,Sigmodon fulviventer minimus : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,9/26/1956,,,,,United States,Arizona,Pima,"Sonoita, 6 Mi N",,,,"Justice, K. E.",Mammals Field Number: 4723/723,Female,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,3/27/2020 20:08,http://n2t.net/ark:/65665/3b4f8602e-0cbb-4819-8215-6b0f02a51282
,USNM,272651,,Specimen/Lot,1,Sigmodon ochrognathus,,Sigmodon ochrognathus : Cricetidae : Rodentia : Mammalia : Chordata,Rodentia,Cricetidae,,,5/18/1942,,,,,United States,Arizona,Pima,"Tucson, 40 Mi S Of At Hdqs. Of Santa Rita Exp. Range, Florida Canyon",,,1311,"Trowbridge, A. H.",Mammals Field Number: 642,Male,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,4/3/2020 14:09,http://n2t.net/ark:/65665/3299ec1a9-2aea-4e60-a9bb-4fcf6e06cd7c
,USNM,36496,Biological Survey Specimen,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,30 Oct 1892,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Streator, C. P.",Mammals Field Number: 2254; Other Catalog Number: A0048881,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,6/1/2020 19:41,http://n2t.net/ark:/65665/3a2cee838-97e0-4451-b925-575df3b6a0e8
,USNM,59004,,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,16 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2689,Female : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:16,http://n2t.net/ark:/65665/32fb463b2-825e-441a-87bc-754e58e37c2f
,USNM,59005,,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,18 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2694,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:16,http://n2t.net/ark:/65665/3c9d3fe0a-66e5-4056-a27f-fb31a5f84fd0
,USNM,229519,Biological Survey Specimen,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.",Mammals Field Number: 188,Unknown : Young,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/36ceb4515-915a-492f-895f-dfa4a7c5e494
,USNM,601010,Biological Survey Specimen,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,1/28/2000,,,,,United States,Arizona,Pima,"Tucson, Santa Cruz and Huachuca Avenue",,,,"Crossin, R.",Mammals Field Number: WB 8021,Male,Skin,,,,Total Length: 330mm; Tail Length: 45mm; Hind Tarsus Length: 85mm; Ear Notch Length: 72mm,,,,,,,,,,,,,,,,,,10/5/2016 18:37,http://n2t.net/ark:/65665/3e8c7c98a-9623-41e0-9c27-d25d25ab44d8
,USNM,601009,Biological Survey Specimen,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,2/28/2000,,,,,United States,Arizona,Pima,"Tucson, Santa Cruz River and Huachuca Ave.",,,,"Crossin, R.",Mammals Field Number: WB 8020,Female,Skin; Skull,,,2 embryos   in uterus,Total Length: 320mm; Tail Length: 43mm; Hind Tarsus Length: 84mm; Ear Notch Length: 70mm,,,,,,,,,,,,,,,,,,6/19/2018 18:09,http://n2t.net/ark:/65665/347e169f6-20e0-48e0-b2bb-ca9dfcb38840
,USNM,601011,Biological Survey Specimen,Specimen/Lot,1,Sylvilagus audubonii arizonae,,Sylvilagus audubonii arizonae : Leporidae : Lagomorpha : Mammalia : Chordata,Lagomorpha,Leporidae,,,3/2/2000,,,,,United States,Arizona,Pima,"Tucson, Santa Cruz River and Huachuca Ave.",,,,"Crossin, R.",Mammals Field Number: WB 8022,Unknown,Skin; Skull,,,,Total Length: 295mm; Tail Length: 42mm; Hind Tarsus Length: 75mm; Ear Notch Length: 58mm,,,,,,,,,,,,,,,,,,6/19/2018 18:10,http://n2t.net/ark:/65665/3a41ab84a-2c4b-4d57-9f1a-efcf9c97efe2
,USNM,229312,,Specimen/Lot,1,Tadarida brasiliensis mexicana,,Tadarida brasiliensis mexicana : Molossidae : Chiroptera : Mammalia : Chordata,Chiroptera,Molossidae,,,7/10/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.",Mammals Field Number: 180,Female,Skin; Skull,,,,Total Length: 97mm; Tail Length: 36mm; Hind Tarsus Length: 13mm,,,,,,,,,,,,,,,,,,4/9/2020 16:21,http://n2t.net/ark:/65665/3a5150f47-849f-40b0-a699-b571ddb62116
,USNM,53058,,Specimen/Lot,1,Tadarida brasiliensis mexicana,,Tadarida brasiliensis mexicana : Molossidae : Chiroptera : Mammalia : Chordata,Chiroptera,Molossidae,,,8 Jun 1892,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Loring, J. A.",Mammals Field Number: 249,Female,Fluid,,,,,,,,,,,,,,,,,,,,,,6/1/2020 13:44,http://n2t.net/ark:/65665/36700d8af-b5f8-4295-b76c-0049851589af
,USNM,601407,Biological Survey Specimen,Specimen/Lot,1,Tamias dorsalis dorsalis,,Tamias dorsalis dorsalis : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/21/1965,,,,,United States,Arizona,Pima,"Santa Catalina Mtns., Marshall Gulch",,,2499,,Mammals Field Number: WB 224,Male,Skin; Skull,,,,Total Length: 190mm; Tail Length: 90mm; Hind Tarsus Length: 30mm; Ear Notch Length: 17mm,,,,,,,,,,,,,,,,,,8/23/2017 18:29,http://n2t.net/ark:/65665/3c361c6dc-18f2-4336-bdf1-6ffc5933de4a
,USNM,601493,Biological Survey Specimen,Specimen/Lot,1,Tamias dorsalis dorsalis,,Tamias dorsalis dorsalis : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,11/6/1991,,,,,United States,Arizona,Pima,"Santa Catalina Mountains, Oracle Control Road, Crystal Springs",,,,"Crossin, R.",Mammals Field Number: WB 6893,Female,Skin; Skull,Pine - Oak,,,Total Length: 222mm; Tail Length: 90mm; Hind Tarsus Length: 30mm; Ear Notch Length: 18mm,,,,,,,,,,,,,,,,,,10/5/2016 18:37,http://n2t.net/ark:/65665/3c5829e8d-4f03-4ebc-a076-790e87dba9b1
,USNM,223554,,Specimen/Lot,1,Taxidea taxus berlandieri,,Taxidea taxus berlandieri : Mustelidae : Carnivora : Mammalia : Chordata,Carnivora,Mustelidae,,,2/10/1916,,,,,United States,Arizona,Pima,Fort Lowell,,,,"Howell, A. B.",Mammals Field Number: 17237X,Female,Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 18:47,http://n2t.net/ark:/65665/3551c25e5-ca3e-4a19-b1df-1b98ce689978
,USNM,244081,Types,Specimen/Lot,1,Thomomys bottae catalinae,"Thomomys fulvus catalinae Goldman, 1931",Thomomys bottae catalinae : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,Type,"Goldman, E. A. 1931 Oct 19. Journal of the Washington Academy of Sciences. 21: 419.",8/6/1923,,,,,United States,Arizona,Pima,"Summerhaven, Santa Catalina Mountains",,,2286,"Goldman, E. A.",Mammals Field Number: 23517,Male : Adult,Skin; Skull,,,,Total Length: 218mm; Tail Length: 65mm; Hind Tarsus Length: 31mm,,,,,,,,,"Fisher, R. D. & Ludwig, C. A. 2012 Oct 23. Catalog of type specimens of recent mammals: Rodentia (Sciuromorpha and Castorimorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 640: 1-97.",,,,,,,,,4/8/2020 16:00,http://n2t.net/ark:/65665/322614b61-5749-48cf-9274-dd2e5ba10f1f
,USNM,262813,Types,Specimen/Lot,1,Thomomys bottae catalinae,"Thomomys bottae parvulus Goldman, 1938",Thomomys bottae catalinae : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,Type,"Goldman, E. A. 1938 Jul 15. Journal of the Washington Academy of Sciences. 28: 339.",6/5/1937,,,,,United States,Arizona,Pima,"Santa Catalina and Rincon Mountains, top of pass between, along highway, [25 mi ENE of Tucson (see Miller and Kellogg 1955)]",,,1372,"Goldman, L. C.",Mammals Field Number: 213,Male : Adult,Skin; Skull,lower edge of oaks,,,Total Length: 200mm; Tail Length: 45mm; Hind Tarsus Length: 26mm,,,,,,,,,"Miller, G. S. & Kellogg, R. 1955. United States National Museum Bulletin. 205: 292. Fisher, R. D. & Ludwig, C. A. 2012 Oct 23. Catalog of type specimens of recent mammals: Rodentia (Sciuromorpha and Castorimorpha) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 640: 1-97.",,,,,,,,,4/6/2020 16:43,http://n2t.net/ark:/65665/316290f1a-4943-467d-8907-24ed0098efb3
,USNM,250572,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/9/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1433,"Taylor, W. P.",Mammals Field Number: 2034,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/38af55ba6-e34b-4615-883e-bc295cbcbdec
,USNM,250573,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/9/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1433,"Taylor, W. P.",Mammals Field Number: 2035,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/37623faea-5a08-426b-a17f-c1b968e534c5
,USNM,250574,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2038,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/3de51855b-467d-4525-9e27-c3e757cc2730
,USNM,250575,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2039,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/3f7bca9e7-9987-4305-b28d-4b8da9169626
,USNM,250576,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2050,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/3180a8cdb-e7bb-4cba-8487-acbf1a059ce7
,USNM,250577,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/10/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2052,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/3ebfa0ff4-382a-4a67-8e85-87562b299ab5
,USNM,250578,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/12/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1408,"Taylor, W. P.",Mammals Field Number: 2076,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/31129ec11-dd74-4772-9b0e-69a385d3fdd1
,USNM,250580,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,8/13/1931,,,,,United States,Arizona,Pima,"Empire Ranch, E Of Santa Rita Mountains",,,1412,"Taylor, W. P.",Mammals Field Number: 2083,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/31c349189-8c29-4431-9453-235a5845ebf1
,USNM,251164,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/12/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2129,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/3bdd98cef-9833-49d5-8a34-6d1e740172cb
,USNM,251165,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/12/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2130,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/3ef8243a4-cb90-467a-9915-2d0e7262d5b4
,USNM,251166,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/12/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2131,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/3103411cc-9b30-41fa-9964-5cd4f8e126e6
,USNM,251167,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/12/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2132,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/323c2197f-a74d-4f09-973a-aaf457912b45
,USNM,251168,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/13/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2133,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/31f9b3d87-505c-4426-a9d5-f22d36f759c6
,USNM,251169,Biological Survey Specimen,Specimen/Lot,1,Thomomys bottae mearnsi,,Thomomys bottae mearnsi : Geomyidae : Rodentia : Mammalia : Chordata,Rodentia,Geomyidae,,,1/13/1934,,,,,United States,Arizona,Pima,Empire Ranch,,,1417,"Taylor, W. P.",Mammals Field Number: 2134,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:57,http://n2t.net/ark:/65665/3f4a40703-1ee5-48fd-a84d-6d91a93ae145
